target_id	gene_name	qval	log2fc	final_annotation	direction	final_annotation.y
ENSMUSG00000026848	Tor1b	4.08E-05	1.047300205	protein_coding	Upregulated	protein_coding
ENSMUSG00000026873	Phf19	0.000493557	-1.275289146	protein_coding	Downregulated	protein_coding
ENSMUSG00000026879	Gsn	1.00E-24	2.056075334	protein_coding	Upregulated	protein_coding
ENSMUSG00000026880	Stom	0.004825219	-1.108335575	protein_coding	Downregulated	protein_coding
ENSMUSG00000026888	Grb14	0.023467092	1.075317647	protein_coding	Upregulated	protein_coding
ENSMUSG00000026921	Egfl7	5.77E-06	-1.678172503	protein_coding	Downregulated	protein_coding
ENSMUSG00000026922	Agpat2	0.001450314	-1.130786247	protein_coding	Downregulated	protein_coding
ENSMUSG00000026930	Gpsm1	2.64E-09	2.090076338	protein_coding	Upregulated	protein_coding
ENSMUSG00000026932	Nacc2	1.12E-07	-1.48723446	protein_coding	Downregulated	protein_coding
ENSMUSG00000026938	Fcna	0.008058709	1.149634606	protein_coding	Upregulated	protein_coding
ENSMUSG00000026950	Neb	6.27E-47	9.249723126	protein_coding	Upregulated	protein_coding
ENSMUSG00000026956	Uap1l1	0.031433099	1.225101874	protein_coding	Upregulated	protein_coding
ENSMUSG00000026958	Dpp7	6.52E-17	2.043168765	protein_coding	Upregulated	protein_coding
ENSMUSG00000026959	Grin1	9.74E-06	-4.608266017	protein_coding	Downregulated	protein_coding
ENSMUSG00000026961	Lrrc26	1.38E-08	2.778545807	protein_coding	Upregulated	protein_coding
ENSMUSG00000026970	Rbms1	0.043248976	1.205930376	protein_coding	Upregulated	protein_coding
ENSMUSG00000026980	Ly75	3.26E-15	-1.770358933	protein_coding	Downregulated	protein_coding
ENSMUSG00000026981	Il1rn	6.27E-06	2.913960353	protein_coding	Upregulated	protein_coding
ENSMUSG00000027006	Dnajc10	1.23E-07	1.211597516	protein_coding	Upregulated	protein_coding
ENSMUSG00000027068	Dhrs9	7.70E-08	-2.669557169	protein_coding	Downregulated	protein_coding
ENSMUSG00000027074	Slc43a3	2.47E-11	4.139695207	protein_coding	Upregulated	protein_coding
ENSMUSG00000027075	Slc43a1	0.001186161	1.102488432	protein_coding	Upregulated	protein_coding
ENSMUSG00000027082	Tfpi	4.00E-06	2.507163253	protein_coding	Upregulated	protein_coding
ENSMUSG00000027115	Kif18a	0.00067803	-1.041377716	protein_coding	Downregulated	protein_coding
ENSMUSG00000027168	Pax6	1.95E-26	3.497537881	protein_coding	Upregulated	protein_coding
ENSMUSG00000027173	Depdc7	2.34E-09	-1.431713908	protein_coding	Downregulated	protein_coding
ENSMUSG00000027175	Tcp11l1	0.005221212	1.752582252	protein_coding	Upregulated	protein_coding
ENSMUSG00000027187	Cat	5.75E-17	-1.642243689	protein_coding	Downregulated	protein_coding
ENSMUSG00000027200	Sema6d	4.58E-15	-1.823599852	protein_coding	Downregulated	protein_coding
ENSMUSG00000027210	Meis2	0.049145616	-1.411555908	protein_coding	Downregulated	protein_coding
ENSMUSG00000027219	Slc28a2	0.005525674	-1.091734666	protein_coding	Downregulated	protein_coding
ENSMUSG00000027220	Syt13	4.99E-23	3.989054451	protein_coding	Upregulated	protein_coding
ENSMUSG00000027223	Mapk8ip1	2.49E-11	3.021390675	protein_coding	Upregulated	protein_coding
ENSMUSG00000027249	F2	2.28E-05	3.282848556	protein_coding	Upregulated	protein_coding
ENSMUSG00000027254	Map1a	8.92E-10	3.711057568	protein_coding	Upregulated	protein_coding
ENSMUSG00000027257	Pacsin3	0.000374519	1.174770728	protein_coding	Upregulated	protein_coding
ENSMUSG00000027273	Snap25	1.42E-31	4.655096275	protein_coding	Upregulated	protein_coding
ENSMUSG00000027296	Itpka	2.85E-08	-2.436246022	protein_coding	Downregulated	protein_coding
ENSMUSG00000027298	Tyro3	4.22E-06	-1.747025306	protein_coding	Downregulated	protein_coding
ENSMUSG00000027306	Nusap1	7.98E-09	-1.389340599	protein_coding	Downregulated	protein_coding
ENSMUSG00000027313	Chac1	1.22E-06	1.487356662	protein_coding	Upregulated	protein_coding
ENSMUSG00000027314	Dll4	1.32E-08	1.918994003	protein_coding	Upregulated	protein_coding
ENSMUSG00000027316	Gfra4	0.002480697	2.227728157	protein_coding	Upregulated	protein_coding
ENSMUSG00000027317	Ppp1r14d	2.50E-09	-1.594873005	protein_coding	Downregulated	protein_coding
ENSMUSG00000027326	Knl1	0.000634809	-1.492087213	protein_coding	Downregulated	protein_coding
ENSMUSG00000027331	Knstrn	1.06E-09	-1.611925392	protein_coding	Downregulated	protein_coding
ENSMUSG00000027333	Smox	3.45E-11	1.366418958	protein_coding	Upregulated	protein_coding
ENSMUSG00000027338	Prnd	7.39E-17	3.690309344	protein_coding	Upregulated	protein_coding
ENSMUSG00000027346	Gpcpd1	2.17E-06	1.04845851	protein_coding	Upregulated	protein_coding
ENSMUSG00000027350	Chgb	1.98E-19	2.929514468	protein_coding	Upregulated	protein_coding
ENSMUSG00000027358	Bmp2	0.000760373	-1.233214058	protein_coding	Downregulated	protein_coding
ENSMUSG00000027359	Slc27a2	1.74E-34	-2.727051657	protein_coding	Downregulated	protein_coding
ENSMUSG00000027360	Hdc	3.58E-26	6.882994006	protein_coding	Upregulated	protein_coding
ENSMUSG00000027375	Mal	6.61E-06	3.31914174	protein_coding	Upregulated	protein_coding
ENSMUSG00000027377	Mall	2.45E-07	-2.565014245	protein_coding	Downregulated	protein_coding
ENSMUSG00000027379	Bub1	6.43E-07	-1.502874136	protein_coding	Downregulated	protein_coding
ENSMUSG00000027406	Idh3b	0.000364117	-1.02563584	protein_coding	Downregulated	protein_coding
ENSMUSG00000027420	Bfsp1	7.22E-09	-2.117248348	protein_coding	Downregulated	protein_coding
ENSMUSG00000027424	Mgme1	0.00013031	-1.179914086	protein_coding	Downregulated	protein_coding
ENSMUSG00000027434	Nkx2-2	2.30E-05	3.417477645	protein_coding	Upregulated	protein_coding
ENSMUSG00000027435	Cd93	9.26E-05	3.365621574	protein_coding	Upregulated	protein_coding
ENSMUSG00000027438	Napb	0.010367954	1.096368492	protein_coding	Upregulated	protein_coding
ENSMUSG00000027447	Cst3	0.000129251	1.507429447	protein_coding	Upregulated	protein_coding
ENSMUSG00000027452	Acss1	9.66E-41	-3.01355683	protein_coding	Downregulated	protein_coding
ENSMUSG00000027469	Tpx2	0.000162182	-1.009963202	protein_coding	Downregulated	protein_coding
ENSMUSG00000027472	Pdrg1	5.60E-05	1.070838732	protein_coding	Upregulated	protein_coding
ENSMUSG00000027496	Aurka	4.33E-09	-1.290856815	protein_coding	Downregulated	protein_coding
ENSMUSG00000027499	Pkia	1.82E-07	3.671308235	protein_coding	Upregulated	protein_coding
ENSMUSG00000027514	Zbp1	1.33E-08	3.809312508	protein_coding	Upregulated	protein_coding
ENSMUSG00000027534	Snx16	7.52E-08	1.337553577	protein_coding	Upregulated	protein_coding
ENSMUSG00000027544	Nfatc2	5.67E-05	1.412607073	protein_coding	Upregulated	protein_coding
ENSMUSG00000027570	Col9a3	0.000272508	4.779008576	protein_coding	Upregulated	protein_coding
ENSMUSG00000027581	Stmn3	0.012620339	3.388626707	protein_coding	Upregulated	protein_coding
ENSMUSG00000027597	Ahcy	4.22E-10	-1.160876008	protein_coding	Downregulated	protein_coding
ENSMUSG00000027602	Map1lc3a	4.86E-06	1.60150825	protein_coding	Upregulated	protein_coding
ENSMUSG00000027603	Ggt7	0.020423173	-1.614301689	protein_coding	Downregulated	protein_coding
ENSMUSG00000027605	Acss2	1.48E-05	-1.978989755	protein_coding	Downregulated	protein_coding
ENSMUSG00000027611	Procr	2.74E-07	3.590250841	protein_coding	Upregulated	protein_coding
ENSMUSG00000027612	Mmp24	4.52E-18	4.362741443	protein_coding	Upregulated	protein_coding
ENSMUSG00000027654	Fam83d	9.68E-10	-1.307224159	protein_coding	Downregulated	protein_coding
ENSMUSG00000027661	Slc2a10	1.07E-07	2.626998795	protein_coding	Upregulated	protein_coding
ENSMUSG00000027674	Pex5l	9.63E-22	4.662306919	protein_coding	Upregulated	protein_coding
ENSMUSG00000027690	Slc2a2	3.86E-08	-3.63161445	protein_coding	Downregulated	protein_coding
ENSMUSG00000027692	Tnik	9.26E-09	-1.343148949	protein_coding	Downregulated	protein_coding
ENSMUSG00000027695	Pld1	7.33E-12	-1.350033364	protein_coding	Downregulated	protein_coding
ENSMUSG00000027698	Nceh1	2.23E-05	1.191179532	protein_coding	Upregulated	protein_coding
ENSMUSG00000027712	Anxa5	4.67E-15	2.185250282	protein_coding	Upregulated	protein_coding
ENSMUSG00000027715	Ccna2	9.43E-13	-1.459470581	protein_coding	Downregulated	protein_coding
ENSMUSG00000027737	Slc7a11	0.029222374	1.373039325	protein_coding	Upregulated	protein_coding
ENSMUSG00000027746	Ufm1	2.48E-06	1.07860321	protein_coding	Upregulated	protein_coding
ENSMUSG00000027748	Trpc4	1.51E-14	4.126178055	protein_coding	Upregulated	protein_coding
ENSMUSG00000027750	Postn	3.71E-10	3.887679808	protein_coding	Upregulated	protein_coding
ENSMUSG00000027761	Aadac	6.39E-42	-4.46561071	protein_coding	Downregulated	protein_coding
ENSMUSG00000027790	Sis	1.42E-08	-2.499280183	protein_coding	Downregulated	protein_coding
ENSMUSG00000027792	Bche	7.47E-28	-4.338009381	protein_coding	Downregulated	protein_coding
ENSMUSG00000027793	Ccna1	0.013670923	-1.653608466	protein_coding	Downregulated	protein_coding
ENSMUSG00000027799	Nbea	0.014143798	1.43483619	protein_coding	Upregulated	protein_coding
ENSMUSG00000027801	Tm4sf4	2.90E-08	2.562137961	protein_coding	Upregulated	protein_coding
ENSMUSG00000027805	Pfn2	9.54E-05	1.869177519	protein_coding	Upregulated	protein_coding
ENSMUSG00000027820	Mme	4.48E-08	-3.176543265	protein_coding	Downregulated	protein_coding
ENSMUSG00000027822	Slc33a1	3.62E-08	1.053879083	protein_coding	Upregulated	protein_coding
ENSMUSG00000027834	Serpini1	7.89E-16	3.643052584	protein_coding	Upregulated	protein_coding
ENSMUSG00000027843	Ptpn22	0.026409548	-1.474874168	protein_coding	Downregulated	protein_coding
ENSMUSG00000027858	Tspan2	0.007862245	1.852108689	protein_coding	Upregulated	protein_coding
ENSMUSG00000027876	Reg4	2.45E-35	2.81323258	protein_coding	Upregulated	protein_coding
ENSMUSG00000027883	Gpsm2	1.20E-11	-1.481443302	protein_coding	Downregulated	protein_coding
ENSMUSG00000027889	Ampd2	2.11E-08	1.110229613	protein_coding	Upregulated	protein_coding
ENSMUSG00000027890	Gstm4	5.47E-05	-2.240845512	protein_coding	Downregulated	protein_coding
ENSMUSG00000027907	S100a11	5.70E-24	2.11334619	protein_coding	Upregulated	protein_coding
ENSMUSG00000027931	Npr1	0.012597509	1.714964672	protein_coding	Upregulated	protein_coding
ENSMUSG00000027937	Jtb	4.86E-06	1.283850543	protein_coding	Upregulated	protein_coding
ENSMUSG00000027938	Creb3l4	3.52E-07	2.160191424	protein_coding	Upregulated	protein_coding
ENSMUSG00000027947	Il6ra	3.64E-40	4.116738051	protein_coding	Upregulated	protein_coding
ENSMUSG00000027952	Pmvk	2.61E-09	-1.324673394	protein_coding	Downregulated	protein_coding
ENSMUSG00000027954	Efna1	3.54E-08	-3.086552905	protein_coding	Downregulated	protein_coding
ENSMUSG00000027978	Prss12	1.60E-22	-2.865867592	protein_coding	Downregulated	protein_coding
ENSMUSG00000027983	Cyp2u1	0.005365967	-1.310639223	protein_coding	Downregulated	protein_coding
ENSMUSG00000027984	Hadh	1.15E-10	-2.196345458	protein_coding	Downregulated	protein_coding
ENSMUSG00000027985	Lef1	2.73E-09	4.254401076	protein_coding	Upregulated	protein_coding
ENSMUSG00000027995	Tlr2	0.001001665	2.81612617	protein_coding	Upregulated	protein_coding
ENSMUSG00000027999	Pla2g12a	7.03E-08	1.093212634	protein_coding	Upregulated	protein_coding
ENSMUSG00000028003	Lrat	2.74E-41	-4.120300522	protein_coding	Downregulated	protein_coding
ENSMUSG00000028008	Asic5	7.09E-05	-3.836707185	protein_coding	Downregulated	protein_coding
ENSMUSG00000028017	Egf	0.000229044	1.779771979	protein_coding	Upregulated	protein_coding
ENSMUSG00000028019	Pdgfc	0.000668284	1.57011301	protein_coding	Upregulated	protein_coding
ENSMUSG00000028024	Enpep	1.21E-08	-3.25175094	protein_coding	Downregulated	protein_coding
ENSMUSG00000028031	Dkk2	3.05E-06	3.596312466	protein_coding	Upregulated	protein_coding
ENSMUSG00000028039	Efna3	0.040318785	-1.669445423	protein_coding	Downregulated	protein_coding
ENSMUSG00000028057	Rit1	1.59E-06	1.242547251	protein_coding	Upregulated	protein_coding
ENSMUSG00000028066	Pmf1	0.00016305	-1.312892359	protein_coding	Downregulated	protein_coding
ENSMUSG00000028073	Pear1	2.39E-05	1.532368733	protein_coding	Upregulated	protein_coding
ENSMUSG00000028076	Cd1d1	1.72E-11	3.661960767	protein_coding	Upregulated	protein_coding
ENSMUSG00000028078	Dclk2	4.20E-07	4.950975531	protein_coding	Upregulated	protein_coding
ENSMUSG00000028088	Fmo5	3.92E-12	-2.759299574	protein_coding	Downregulated	protein_coding
ENSMUSG00000028093	Acp6	0.003604335	-1.034875481	protein_coding	Downregulated	protein_coding
ENSMUSG00000028108	Ecm1	5.83E-07	2.1483219	protein_coding	Upregulated	protein_coding
ENSMUSG00000028111	Ctsk	0.042650148	2.119292517	protein_coding	Upregulated	protein_coding
ENSMUSG00000028132	Tmem56	0.016084688	1.108185342	protein_coding	Upregulated	protein_coding
ENSMUSG00000028137	Celf3	3.82E-31	4.094908961	protein_coding	Upregulated	protein_coding
ENSMUSG00000028139	Riiad1	3.92E-09	3.957408614	protein_coding	Upregulated	protein_coding
ENSMUSG00000028158	Mttp	2.56E-16	-3.134127628	protein_coding	Downregulated	protein_coding
ENSMUSG00000028167	Bdh2	6.31E-10	-5.420453885	protein_coding	Downregulated	protein_coding
ENSMUSG00000028173	Wls	9.21E-08	1.080824331	protein_coding	Upregulated	protein_coding
ENSMUSG00000028179	Cth	0.001422935	-1.167819559	protein_coding	Downregulated	protein_coding
ENSMUSG00000028186	Uox	3.11E-07	3.0384253	protein_coding	Upregulated	protein_coding
ENSMUSG00000028195	Cyr61	2.13E-07	1.613357303	protein_coding	Upregulated	protein_coding
ENSMUSG00000028211	Trp53inp1	7.04E-06	1.186897831	protein_coding	Upregulated	protein_coding
ENSMUSG00000028223	Decr1	9.73E-13	-1.586195661	protein_coding	Downregulated	protein_coding
ENSMUSG00000028226	Mmp16	2.75E-07	6.593421943	protein_coding	Upregulated	protein_coding
ENSMUSG00000028246	Faxc	0.002393344	2.785774609	protein_coding	Upregulated	protein_coding
ENSMUSG00000028262	Clca3a2	0.001024077	-1.57746164	protein_coding	Downregulated	protein_coding
ENSMUSG00000028278	Rragd	1.98E-09	-1.251395105	protein_coding	Downregulated	protein_coding
ENSMUSG00000028289	Epha7	0.01393816	2.145008889	protein_coding	Upregulated	protein_coding
ENSMUSG00000028307	Aldob	1.07E-09	-2.815879417	protein_coding	Downregulated	protein_coding
ENSMUSG00000028312	Smc2	4.18E-05	-1.179298886	protein_coding	Downregulated	protein_coding
ENSMUSG00000028327	Stra6l	0.009761641	1.145989105	protein_coding	Upregulated	protein_coding
ENSMUSG00000028332	Hemgn	5.58E-09	-3.32367004	protein_coding	Downregulated	protein_coding
ENSMUSG00000028337	Coro2a	5.35E-10	-2.459154749	protein_coding	Downregulated	protein_coding
ENSMUSG00000028341	Nr4a3	0.000287116	4.055993315	protein_coding	Upregulated	protein_coding
ENSMUSG00000028389	Zfp37	1.86E-05	2.199444376	protein_coding	Upregulated	protein_coding
ENSMUSG00000028403	Zdhhc21	0.001066628	-1.184649376	protein_coding	Downregulated	protein_coding
ENSMUSG00000028415	Spink4	1.03E-16	2.159354798	protein_coding	Upregulated	protein_coding
ENSMUSG00000028435	Aqp3	4.88E-09	-3.190778263	protein_coding	Downregulated	protein_coding
ENSMUSG00000028438	Kif24	5.27E-07	-1.647808849	protein_coding	Downregulated	protein_coding
ENSMUSG00000028439	Fam219a	4.21E-14	2.337231186	protein_coding	Upregulated	protein_coding
ENSMUSG00000028441	1110017D15Rik	0.031066402	1.768114931	protein_coding	Upregulated	protein_coding
ENSMUSG00000028444	Cntfr	1.93E-08	4.630872467	protein_coding	Upregulated	protein_coding
ENSMUSG00000028445	Enho	0.0004663	2.652697901	protein_coding	Upregulated	protein_coding
ENSMUSG00000028463	Car9	9.72E-15	-5.53184818	protein_coding	Downregulated	protein_coding
ENSMUSG00000028466	Creb3	4.58E-07	1.169292125	protein_coding	Upregulated	protein_coding
ENSMUSG00000028517	Plpp3	8.63E-07	1.093876373	protein_coding	Upregulated	protein_coding
ENSMUSG00000028518	Prkaa2	1.25E-05	-1.334914124	protein_coding	Downregulated	protein_coding
ENSMUSG00000028519	Dab1	3.20E-42	-3.072883782	protein_coding	Downregulated	protein_coding
ENSMUSG00000028524	Sgip1	0.018739516	3.056457897	protein_coding	Upregulated	protein_coding
ENSMUSG00000028527	Ak4	1.63E-23	-6.27541127	protein_coding	Downregulated	protein_coding
ENSMUSG00000028542	Slc6a9	3.70E-07	1.133448361	protein_coding	Upregulated	protein_coding
ENSMUSG00000028545	Bend5	9.94E-05	2.525171997	protein_coding	Upregulated	protein_coding
ENSMUSG00000028555	Ttc39a	1.74E-21	2.121937739	protein_coding	Upregulated	protein_coding
ENSMUSG00000028557	Rnf11	2.48E-07	1.087994501	protein_coding	Upregulated	protein_coding
ENSMUSG00000028576	Ift74	0.000790547	1.301197268	protein_coding	Upregulated	protein_coding
ENSMUSG00000028597	Gpx7	0.030511985	1.679139542	protein_coding	Upregulated	protein_coding
ENSMUSG00000028600	Podn	2.03E-13	3.945485514	protein_coding	Upregulated	protein_coding
ENSMUSG00000028602	Tnfrsf8	1.89E-18	-3.825914244	protein_coding	Downregulated	protein_coding
ENSMUSG00000028614	Ndc1	5.91E-07	-1.147070138	protein_coding	Downregulated	protein_coding
ENSMUSG00000028631	Kcnq4	3.69E-13	3.364590532	protein_coding	Upregulated	protein_coding
ENSMUSG00000028634	Hivep3	6.49E-06	2.072712186	protein_coding	Upregulated	protein_coding
ENSMUSG00000028641	P3h1	0.000189529	2.10564993	protein_coding	Upregulated	protein_coding
ENSMUSG00000028645	Slc2a1	0.022254001	-1.108143029	protein_coding	Downregulated	protein_coding
ENSMUSG00000028649	Macf1	9.11E-05	1.071153755	protein_coding	Upregulated	protein_coding
ENSMUSG00000028655	Mfsd2a	0.000111926	-1.235872481	protein_coding	Downregulated	protein_coding
ENSMUSG00000028687	Mutyh	0.007623071	-1.037494104	protein_coding	Downregulated	protein_coding
ENSMUSG00000028698	Pik3r3	9.95E-06	1.79752493	protein_coding	Upregulated	protein_coding
ENSMUSG00000028702	Rad54l	6.67E-06	-1.101353924	protein_coding	Downregulated	protein_coding
ENSMUSG00000028713	Cyp4b1	4.14E-10	1.979461966	protein_coding	Upregulated	protein_coding
ENSMUSG00000028716	Pdzk1ip1	0.0040369	1.334667137	protein_coding	Upregulated	protein_coding
ENSMUSG00000028730	Cfap57	0.000577522	-4.142411447	protein_coding	Downregulated	protein_coding
ENSMUSG00000028737	Aldh4a1	1.38E-11	1.479802772	protein_coding	Upregulated	protein_coding
ENSMUSG00000028743	Akr7a5	0.000722907	-1.119385803	protein_coding	Downregulated	protein_coding
ENSMUSG00000028747	Htr6	2.96E-08	-6.480602451	protein_coding	Downregulated	protein_coding
ENSMUSG00000028749	Pla2g2f	2.23E-138	4.629845382	protein_coding	Upregulated	protein_coding
ENSMUSG00000028750	Pla2g2c	0.031554094	1.934569195	protein_coding	Upregulated	protein_coding
ENSMUSG00000028763	Hspg2	5.32E-08	-1.765375253	protein_coding	Downregulated	protein_coding
ENSMUSG00000028780	Sema3c	3.54E-06	1.718061026	protein_coding	Upregulated	protein_coding
ENSMUSG00000028785	Hpca	1.03E-07	2.941984801	protein_coding	Upregulated	protein_coding
ENSMUSG00000028836	Slc30a2	8.88E-10	1.467663576	protein_coding	Upregulated	protein_coding
ENSMUSG00000028849	Map7d1	5.95E-08	1.300350734	protein_coding	Upregulated	protein_coding
ENSMUSG00000028860	Sytl1	2.26E-07	1.771315637	protein_coding	Upregulated	protein_coding
ENSMUSG00000028874	Fgr	3.16E-28	-6.529992827	protein_coding	Downregulated	protein_coding
ENSMUSG00000028940	Hes2	0.000250978	-2.124955179	protein_coding	Downregulated	protein_coding
ENSMUSG00000028943	Espn	0.007250166	-1.415507839	protein_coding	Downregulated	protein_coding
ENSMUSG00000028944	Prkag2	2.46E-09	-1.659380677	protein_coding	Downregulated	protein_coding
ENSMUSG00000028970	Abcb1b	4.66E-05	3.224453647	protein_coding	Upregulated	protein_coding
ENSMUSG00000028976	Slc2a5	1.32E-07	-2.04487759	protein_coding	Downregulated	protein_coding
ENSMUSG00000028986	Klhl7	1.98E-08	1.655984631	protein_coding	Upregulated	protein_coding
ENSMUSG00000028996	Rbp7	9.51E-13	-3.404202364	protein_coding	Downregulated	protein_coding
ENSMUSG00000029001	Fbxo44	5.71E-05	1.047096875	protein_coding	Upregulated	protein_coding
ENSMUSG00000029005	Draxin	2.80E-07	3.510704731	protein_coding	Upregulated	protein_coding
ENSMUSG00000029033	Acap3	5.33E-07	1.880580673	protein_coding	Upregulated	protein_coding
ENSMUSG00000029054	Gabrd	1.09E-05	3.305581616	protein_coding	Upregulated	protein_coding
ENSMUSG00000029059	Fam213b	0.007322862	-1.1465857	protein_coding	Downregulated	protein_coding
ENSMUSG00000029082	Bst1	6.99E-07	-5.640103999	protein_coding	Downregulated	protein_coding
ENSMUSG00000029084	Cd38	2.58E-29	-2.187962266	protein_coding	Downregulated	protein_coding
ENSMUSG00000029090	Adgra3	2.78E-05	-1.086821517	protein_coding	Downregulated	protein_coding
ENSMUSG00000029094	Afap1	0.000172333	1.279346641	protein_coding	Upregulated	protein_coding
ENSMUSG00000029095	Ablim2	0.037561886	-1.301058653	protein_coding	Downregulated	protein_coding
ENSMUSG00000029121	Crmp1	3.00E-11	3.928961298	protein_coding	Upregulated	protein_coding
ENSMUSG00000029130	Rnf32	6.71E-26	2.202701738	protein_coding	Upregulated	protein_coding
ENSMUSG00000029134	Plb1	5.61E-10	3.247087933	protein_coding	Upregulated	protein_coding
ENSMUSG00000029151	Slc30a3	0.002320339	-1.880803172	protein_coding	Downregulated	protein_coding
ENSMUSG00000029153	Ociad2	1.57E-14	-1.503512331	protein_coding	Downregulated	protein_coding
ENSMUSG00000029154	Cwh43	5.80E-06	2.3029094	protein_coding	Upregulated	protein_coding
ENSMUSG00000029156	Sgcb	0.000806717	1.18114273	protein_coding	Upregulated	protein_coding
ENSMUSG00000029161	Cgref1	0.005474451	-1.089484059	protein_coding	Downregulated	protein_coding
ENSMUSG00000029162	Khk	8.85E-10	-3.302716001	protein_coding	Downregulated	protein_coding
ENSMUSG00000029167	Ppargc1a	0.000275786	-2.359174937	protein_coding	Downregulated	protein_coding
ENSMUSG00000029168	Dpysl5	6.68E-07	-1.220556532	protein_coding	Downregulated	protein_coding
ENSMUSG00000029173	Sepsecs	3.89E-08	-1.084168271	protein_coding	Downregulated	protein_coding
ENSMUSG00000029177	Cenpa	0.000384499	-1.174364891	protein_coding	Downregulated	protein_coding
ENSMUSG00000029188	Slc34a2	0.00534278	-1.92896622	protein_coding	Downregulated	protein_coding
ENSMUSG00000029192	Tbc1d14	6.97E-07	-1.003752114	protein_coding	Downregulated	protein_coding
ENSMUSG00000029195	Klb	5.25E-12	3.149235816	protein_coding	Upregulated	protein_coding
ENSMUSG00000029201	Ugdh	4.61E-06	-1.010722908	protein_coding	Downregulated	protein_coding
ENSMUSG00000029223	Uchl1	4.36E-05	3.220065726	protein_coding	Upregulated	protein_coding
ENSMUSG00000029245	Epha5	1.29E-07	3.906948071	protein_coding	Upregulated	protein_coding
ENSMUSG00000029260	Ugt2b34	9.54E-06	-1.266811457	protein_coding	Downregulated	protein_coding
ENSMUSG00000029269	Sult1b1	1.27E-08	-2.751791039	protein_coding	Downregulated	protein_coding
ENSMUSG00000029275	Gfi1	1.26E-13	2.944490915	protein_coding	Upregulated	protein_coding
ENSMUSG00000029279	Brdt	0.001892887	2.637193643	protein_coding	Upregulated	protein_coding
ENSMUSG00000029287	Tgfbr3	0.011875471	1.776957402	protein_coding	Upregulated	protein_coding
ENSMUSG00000029314	Agpat9	7.12E-15	-2.062488435	protein_coding	Downregulated	protein_coding
ENSMUSG00000029330	Cds1	3.12E-24	-2.549602919	protein_coding	Downregulated	protein_coding
ENSMUSG00000029334	Prkg2	0.000740287	-1.034992601	protein_coding	Downregulated	protein_coding
ENSMUSG00000029335	Bmp3	1.06E-103	-5.767737742	protein_coding	Downregulated	protein_coding
ENSMUSG00000029343	Crybb1	2.07E-06	4.043424673	protein_coding	Upregulated	protein_coding
ENSMUSG00000029359	Tesc	1.68E-15	4.021180934	protein_coding	Upregulated	protein_coding
ENSMUSG00000029369	Afm	0.004763305	-2.273210354	protein_coding	Downregulated	protein_coding
ENSMUSG00000029370	Rassf6	6.81E-06	1.204831246	protein_coding	Upregulated	protein_coding
ENSMUSG00000029377	Ereg	0.019904859	1.689707351	protein_coding	Upregulated	protein_coding
ENSMUSG00000029380	Cxcl1	1.23E-05	4.305047333	protein_coding	Upregulated	protein_coding
ENSMUSG00000029386	Tctn2	1.19E-05	1.142961894	other	Upregulated	other
ENSMUSG00000029392	Rilpl1	0.010795754	1.757084426	protein_coding	Upregulated	protein_coding
ENSMUSG00000029403	Cdkl2	0.000214087	1.514783081	protein_coding	Upregulated	protein_coding
ENSMUSG00000029408	Abcb9	3.96E-08	1.357754189	protein_coding	Upregulated	protein_coding
ENSMUSG00000029413	Naaa	4.05E-10	-1.314242036	protein_coding	Downregulated	protein_coding
ENSMUSG00000029419	Gm996	0.008816592	1.641940076	protein_coding	Upregulated	protein_coding
ENSMUSG00000029420	Rimbp2	4.29E-20	3.628522795	protein_coding	Upregulated	protein_coding
ENSMUSG00000029436	Mmp17	5.00E-09	-3.001109364	protein_coding	Downregulated	protein_coding
ENSMUSG00000029445	Hpd	1.05E-17	1.948841728	protein_coding	Upregulated	protein_coding
ENSMUSG00000029455	Aldh2	2.03E-05	-1.241683381	protein_coding	Downregulated	protein_coding
ENSMUSG00000029463	Fam216a	2.04E-10	1.946369661	protein_coding	Upregulated	protein_coding
ENSMUSG00000029470	P2rx4	3.13E-05	1.033630166	protein_coding	Upregulated	protein_coding
ENSMUSG00000029484	Anxa3	6.30E-05	1.775723716	protein_coding	Upregulated	protein_coding
ENSMUSG00000029503	P2rx2	0.003436607	1.96589127	protein_coding	Upregulated	protein_coding
ENSMUSG00000029510	Gpc2	0.045729622	1.200722863	protein_coding	Upregulated	protein_coding
ENSMUSG00000029521	Chek2	2.41E-05	-1.324000238	protein_coding	Downregulated	protein_coding
ENSMUSG00000029522	Pla2g1b	0.004709006	2.225438805	protein_coding	Upregulated	protein_coding
ENSMUSG00000029541	Cyp2w1	0.013866663	-1.414163777	protein_coding	Downregulated	protein_coding
ENSMUSG00000029544	Cabp1	0.002810466	1.388952853	protein_coding	Upregulated	protein_coding
ENSMUSG00000029545	Acads	6.69E-06	-1.016737528	protein_coding	Downregulated	protein_coding
ENSMUSG00000029560	Snx8	1.92E-07	1.132833844	protein_coding	Upregulated	protein_coding
ENSMUSG00000029575	Mmab	8.13E-14	-1.486505679	protein_coding	Downregulated	protein_coding
ENSMUSG00000029595	Lhx5	0.020894738	-3.161355302	protein_coding	Downregulated	protein_coding
ENSMUSG00000029596	Sdsl	1.78E-07	-1.749708027	protein_coding	Downregulated	protein_coding
ENSMUSG00000029601	Iqcd	0.002775698	3.035489289	protein_coding	Upregulated	protein_coding
ENSMUSG00000029630	Cyp3a25	2.07E-08	-2.24965247	protein_coding	Downregulated	protein_coding
