target_id	gene_name	qval	log2fc	final_annotation	direction	final_annotation.y	Mouse Ensembl	Human Ensembl
ENSMUSG00000026880	Stom	0.004825219	-1.108335575	protein_coding	Downregulated	protein_coding	ENSMUSG00000026880	ENSG00000148175
ENSMUSG00000026888	Grb14	0.023467092000000002	1.075317647	protein_coding	Upregulated	protein_coding	ENSMUSG00000026888	ENSG00000115290
ENSMUSG00000026921	Egfl7	5.77e-06	-1.678172503	protein_coding	Downregulated	protein_coding	ENSMUSG00000026921	ENSG00000172889
ENSMUSG00000026922	Agpat2	0.0014503139999999999	-1.130786247	protein_coding	Downregulated	protein_coding	ENSMUSG00000026922	ENSG00000169692
ENSMUSG00000026930	Gpsm1	2.64e-09	2.0900763380000003	protein_coding	Upregulated	protein_coding	ENSMUSG00000026930	ENSG00000160360
ENSMUSG00000026932	Nacc2	1.12e-07	-1.48723446	protein_coding	Downregulated	protein_coding	ENSMUSG00000026932	ENSG00000148411
ENSMUSG00000026938	Fcna	0.008058709	1.149634606	protein_coding	Upregulated	protein_coding		
ENSMUSG00000026950	Neb	6.27e-47	9.249723126000001	protein_coding	Upregulated	protein_coding	ENSMUSG00000026950	ENSG00000183091
ENSMUSG00000026956	Uap1l1	0.031433099	1.2251018740000001	protein_coding	Upregulated	protein_coding	ENSMUSG00000026956	ENSG00000197355
ENSMUSG00000026958	Dpp7	6.52e-17	2.043168765	protein_coding	Upregulated	protein_coding	ENSMUSG00000026958	ENSG00000176978
ENSMUSG00000026959	Grin1	9.74e-06	-4.608266017	protein_coding	Downregulated	protein_coding	ENSMUSG00000026959	ENSG00000176884
ENSMUSG00000026961	Lrrc26	1.38e-08	2.778545807	protein_coding	Upregulated	protein_coding	ENSMUSG00000026961	ENSG00000184709
ENSMUSG00000026970	Rbms1	0.043248975999999995	1.205930376	protein_coding	Upregulated	protein_coding	ENSMUSG00000026970	ENSG00000153250
ENSMUSG00000026980	Ly75	3.26e-15	-1.770358933	protein_coding	Downregulated	protein_coding	ENSMUSG00000026980	ENSG00000054219; ENSG00000248672
ENSMUSG00000026981	Il1rn	6.27e-06	2.9139603530000002	protein_coding	Upregulated	protein_coding	ENSMUSG00000026981	ENSG00000136689
ENSMUSG00000027006	Dnajc10	1.23e-07	1.2115975159999999	protein_coding	Upregulated	protein_coding	ENSMUSG00000027006	ENSG00000077232
ENSMUSG00000027068	Dhrs9	7.7e-08	-2.669557169	protein_coding	Downregulated	protein_coding	ENSMUSG00000027068	ENSG00000073737
ENSMUSG00000027074	Slc43a3	2.47e-11	4.139695207	protein_coding	Upregulated	protein_coding	ENSMUSG00000027074	ENSG00000134802
ENSMUSG00000027075	Slc43a1	0.001186161	1.1024884320000001	protein_coding	Upregulated	protein_coding	ENSMUSG00000027075	ENSG00000149150
ENSMUSG00000027082	Tfpi	4e-06	2.5071632530000003	protein_coding	Upregulated	protein_coding	ENSMUSG00000027082	ENSG00000003436
ENSMUSG00000027115	Kif18a	0.00067803	-1.041377716	protein_coding	Downregulated	protein_coding	ENSMUSG00000027115	ENSG00000121621
ENSMUSG00000027168	Pax6	1.95e-26	3.4975378810000004	protein_coding	Upregulated	protein_coding	ENSMUSG00000027168	ENSG00000007372
ENSMUSG00000027173	Depdc7	2.3399999999999998e-09	-1.431713908	protein_coding	Downregulated	protein_coding	ENSMUSG00000027173	ENSG00000121690
ENSMUSG00000027175	Tcp11l1	0.005221212	1.7525822519999998	protein_coding	Upregulated	protein_coding	ENSMUSG00000027175	ENSG00000176148
ENSMUSG00000027187	Cat	5.75e-17	-1.642243689	protein_coding	Downregulated	protein_coding	ENSMUSG00000027187	ENSG00000121691
ENSMUSG00000027200	Sema6d	4.5799999999999995e-15	-1.8235998519999999	protein_coding	Downregulated	protein_coding	ENSMUSG00000027200	ENSG00000137872
ENSMUSG00000027210	Meis2	0.049145615999999996	-1.4115559080000002	protein_coding	Downregulated	protein_coding	ENSMUSG00000027210	ENSG00000134138
ENSMUSG00000027219	Slc28a2	0.005525674	-1.091734666	protein_coding	Downregulated	protein_coding	ENSMUSG00000027219	ENSG00000137860
ENSMUSG00000027220	Syt13	4.99e-23	3.9890544510000003	protein_coding	Upregulated	protein_coding	ENSMUSG00000027220	ENSG00000019505
ENSMUSG00000027223	Mapk8ip1	2.49e-11	3.021390675	protein_coding	Upregulated	protein_coding	ENSMUSG00000027223	ENSG00000121653
ENSMUSG00000027249	F2	2.2800000000000002e-05	3.2828485560000003	protein_coding	Upregulated	protein_coding	ENSMUSG00000027249	ENSG00000180210
ENSMUSG00000027254	Map1a	8.92e-10	3.711057568	protein_coding	Upregulated	protein_coding	ENSMUSG00000027254	ENSG00000166963
ENSMUSG00000027257	Pacsin3	0.000374519	1.174770728	protein_coding	Upregulated	protein_coding	ENSMUSG00000027257	ENSG00000165912
ENSMUSG00000027273	Snap25	1.4199999999999998e-31	4.655096275	protein_coding	Upregulated	protein_coding	ENSMUSG00000027273	ENSG00000132639
ENSMUSG00000027296	Itpka	2.85e-08	-2.4362460219999997	protein_coding	Downregulated	protein_coding	ENSMUSG00000027296	ENSG00000137825
ENSMUSG00000027298	Tyro3	4.22e-06	-1.7470253059999998	protein_coding	Downregulated	protein_coding	ENSMUSG00000027298	ENSG00000092445
ENSMUSG00000027306	Nusap1	7.98e-09	-1.389340599	protein_coding	Downregulated	protein_coding	ENSMUSG00000027306	ENSG00000137804
ENSMUSG00000027313	Chac1	1.22e-06	1.4873566619999998	protein_coding	Upregulated	protein_coding	ENSMUSG00000027313	ENSG00000128965
ENSMUSG00000027314	Dll4	1.32e-08	1.9189940030000001	protein_coding	Upregulated	protein_coding	ENSMUSG00000027314	ENSG00000128917
ENSMUSG00000027316	Gfra4	0.002480697	2.227728157	protein_coding	Upregulated	protein_coding	ENSMUSG00000027316	ENSG00000125861
ENSMUSG00000027317	Ppp1r14d	2.5e-09	-1.594873005	protein_coding	Downregulated	protein_coding	ENSMUSG00000027317	ENSG00000166143
ENSMUSG00000027326	Knl1	0.0006348090000000001	-1.492087213	protein_coding	Downregulated	protein_coding	ENSMUSG00000027326	ENSG00000137812
ENSMUSG00000027331	Knstrn	1.06e-09	-1.6119253919999998	protein_coding	Downregulated	protein_coding	ENSMUSG00000027331	ENSG00000128944
ENSMUSG00000027333	Smox	3.45e-11	1.3664189580000001	protein_coding	Upregulated	protein_coding	ENSMUSG00000027333	ENSG00000088826
ENSMUSG00000027338	Prnd	7.390000000000002e-17	3.6903093439999997	protein_coding	Upregulated	protein_coding	ENSMUSG00000027338	ENSG00000171864
ENSMUSG00000027346	Gpcpd1	2.17e-06	1.04845851	protein_coding	Upregulated	protein_coding	ENSMUSG00000027346	ENSG00000125772
ENSMUSG00000027350	Chgb	1.98e-19	2.9295144680000003	protein_coding	Upregulated	protein_coding	ENSMUSG00000027350	ENSG00000089199
ENSMUSG00000027358	Bmp2	0.0007603730000000001	-1.233214058	protein_coding	Downregulated	protein_coding	ENSMUSG00000027358	ENSG00000125845
ENSMUSG00000027359	Slc27a2	1.7399999999999997e-34	-2.727051657	protein_coding	Downregulated	protein_coding	ENSMUSG00000027359	ENSG00000140284
ENSMUSG00000027360	Hdc	3.58e-26	6.8829940060000006	protein_coding	Upregulated	protein_coding	ENSMUSG00000027360	ENSG00000140287
ENSMUSG00000027375	Mal	6.61e-06	3.31914174	protein_coding	Upregulated	protein_coding	ENSMUSG00000027375	ENSG00000172005
ENSMUSG00000027377	Mall	2.45e-07	-2.565014245	protein_coding	Downregulated	protein_coding	ENSMUSG00000027377	ENSG00000144063
ENSMUSG00000027379	Bub1	6.429999999999999e-07	-1.502874136	protein_coding	Downregulated	protein_coding	ENSMUSG00000027379	ENSG00000169679
ENSMUSG00000027406	Idh3b	0.00036411699999999996	-1.02563584	protein_coding	Downregulated	protein_coding	ENSMUSG00000027406	ENSG00000101365
ENSMUSG00000027420	Bfsp1	7.2199999999999995e-09	-2.117248348	protein_coding	Downregulated	protein_coding	ENSMUSG00000027420	ENSG00000125864
ENSMUSG00000027424	Mgme1	0.00013031	-1.179914086	protein_coding	Downregulated	protein_coding	ENSMUSG00000027424	ENSG00000125871
ENSMUSG00000027434	Nkx2-2	2.3e-05	3.417477645	protein_coding	Upregulated	protein_coding	ENSMUSG00000027434	ENSG00000125820
ENSMUSG00000027435	Cd93	9.259999999999999e-05	3.365621574	protein_coding	Upregulated	protein_coding	ENSMUSG00000027435	ENSG00000125810
ENSMUSG00000027438	Napb	0.010367954	1.096368492	protein_coding	Upregulated	protein_coding	ENSMUSG00000027438	ENSG00000125814
ENSMUSG00000027447	Cst3	0.000129251	1.5074294469999998	protein_coding	Upregulated	protein_coding	ENSMUSG00000027447	ENSG00000101439
ENSMUSG00000027452	Acss1	9.659999999999999e-41	-3.01355683	protein_coding	Downregulated	protein_coding	ENSMUSG00000027452	ENSG00000154930
ENSMUSG00000027469	Tpx2	0.000162182	-1.009963202	protein_coding	Downregulated	protein_coding	ENSMUSG00000027469	ENSG00000088325
ENSMUSG00000027472	Pdrg1	5.6000000000000006e-05	1.0708387320000001	protein_coding	Upregulated	protein_coding	ENSMUSG00000027472	ENSG00000088356
ENSMUSG00000027496	Aurka	4.33e-09	-1.290856815	protein_coding	Downregulated	protein_coding	ENSMUSG00000027496	ENSG00000087586
ENSMUSG00000027499	Pkia	1.82e-07	3.671308235	protein_coding	Upregulated	protein_coding	ENSMUSG00000027499	ENSG00000171033
ENSMUSG00000027514	Zbp1	1.33e-08	3.809312508	protein_coding	Upregulated	protein_coding	ENSMUSG00000027514	ENSG00000124256
ENSMUSG00000027534	Snx16	7.52e-08	1.337553577	protein_coding	Upregulated	protein_coding	ENSMUSG00000027534	ENSG00000104497
ENSMUSG00000027544	Nfatc2	5.67e-05	1.4126070730000002	protein_coding	Upregulated	protein_coding	ENSMUSG00000027544	ENSG00000101096
ENSMUSG00000027570	Col9a3	0.000272508	4.779008576	protein_coding	Upregulated	protein_coding	ENSMUSG00000027570	ENSG00000092758
ENSMUSG00000027581	Stmn3	0.012620339	3.388626707	protein_coding	Upregulated	protein_coding	ENSMUSG00000027581	ENSG00000197457
ENSMUSG00000027597	Ahcy	4.22e-10	-1.160876008	protein_coding	Downregulated	protein_coding		
ENSMUSG00000027602	Map1lc3a	4.86e-06	1.60150825	protein_coding	Upregulated	protein_coding	ENSMUSG00000027602	ENSG00000101460
ENSMUSG00000027603	Ggt7	0.020423173	-1.6143016890000002	protein_coding	Downregulated	protein_coding	ENSMUSG00000027603	ENSG00000131067
ENSMUSG00000027605	Acss2	1.4800000000000002e-05	-1.978989755	protein_coding	Downregulated	protein_coding	ENSMUSG00000027605	ENSG00000131069
ENSMUSG00000027611	Procr	2.74e-07	3.590250841	protein_coding	Upregulated	protein_coding	ENSMUSG00000027611	ENSG00000101000
ENSMUSG00000027612	Mmp24	4.52e-18	4.362741443	protein_coding	Upregulated	protein_coding	ENSMUSG00000027612	ENSG00000125966
ENSMUSG00000027654	Fam83d	9.68e-10	-1.307224159	protein_coding	Downregulated	protein_coding	ENSMUSG00000027654	ENSG00000101447
ENSMUSG00000027661	Slc2a10	1.0699999999999999e-07	2.626998795	protein_coding	Upregulated	protein_coding	ENSMUSG00000027661	ENSG00000197496
ENSMUSG00000027674	Pex5l	9.63e-22	4.662306919	protein_coding	Upregulated	protein_coding	ENSMUSG00000027674	ENSG00000114757
ENSMUSG00000027690	Slc2a2	3.86e-08	-3.63161445	protein_coding	Downregulated	protein_coding	ENSMUSG00000027690	ENSG00000163581
ENSMUSG00000027692	Tnik	9.26e-09	-1.3431489490000001	protein_coding	Downregulated	protein_coding	ENSMUSG00000027692	ENSG00000154310
ENSMUSG00000027695	Pld1	7.33e-12	-1.350033364	protein_coding	Downregulated	protein_coding	ENSMUSG00000027695	ENSG00000075651
ENSMUSG00000027698	Nceh1	2.23e-05	1.191179532	protein_coding	Upregulated	protein_coding	ENSMUSG00000027698	ENSG00000144959
ENSMUSG00000027712	Anxa5	4.6700000000000005e-15	2.1852502819999997	protein_coding	Upregulated	protein_coding	ENSMUSG00000027712	ENSG00000164111
ENSMUSG00000027715	Ccna2	9.43e-13	-1.459470581	protein_coding	Downregulated	protein_coding	ENSMUSG00000027715	ENSG00000145386
ENSMUSG00000027737	Slc7a11	0.029222374	1.373039325	protein_coding	Upregulated	protein_coding	ENSMUSG00000027737	ENSG00000151012
ENSMUSG00000027746	Ufm1	2.48e-06	1.07860321	protein_coding	Upregulated	protein_coding	ENSMUSG00000027746	ENSG00000120686
ENSMUSG00000027748	Trpc4	1.51e-14	4.126178055	protein_coding	Upregulated	protein_coding	ENSMUSG00000027748	ENSG00000133107
ENSMUSG00000027750	Postn	3.71e-10	3.887679808	protein_coding	Upregulated	protein_coding	ENSMUSG00000027750	ENSG00000133110
ENSMUSG00000027761	Aadac	6.39e-42	-4.46561071	protein_coding	Downregulated	protein_coding	ENSMUSG00000027761	ENSG00000114771
ENSMUSG00000027790	Sis	1.42e-08	-2.499280183	protein_coding	Downregulated	protein_coding	ENSMUSG00000027790	ENSG00000090402
ENSMUSG00000027792	Bche	7.469999999999999e-28	-4.338009381	protein_coding	Downregulated	protein_coding	ENSMUSG00000027792	ENSG00000114200
ENSMUSG00000027793	Ccna1	0.013670923	-1.6536084659999999	protein_coding	Downregulated	protein_coding	ENSMUSG00000027793	ENSG00000133101
ENSMUSG00000027799	Nbea	0.014143798	1.43483619	protein_coding	Upregulated	protein_coding	ENSMUSG00000027799	ENSG00000172915
ENSMUSG00000027801	Tm4sf4	2.8999999999999998e-08	2.562137961	protein_coding	Upregulated	protein_coding	ENSMUSG00000027801	ENSG00000169903
ENSMUSG00000027805	Pfn2	9.54e-05	1.869177519	protein_coding	Upregulated	protein_coding	ENSMUSG00000027805	ENSG00000070087
ENSMUSG00000027820	Mme	4.4800000000000004e-08	-3.176543265	protein_coding	Downregulated	protein_coding	ENSMUSG00000027820	ENSG00000196549
ENSMUSG00000027822	Slc33a1	3.62e-08	1.053879083	protein_coding	Upregulated	protein_coding	ENSMUSG00000027822	ENSG00000169359
ENSMUSG00000027834	Serpini1	7.89e-16	3.643052584	protein_coding	Upregulated	protein_coding	ENSMUSG00000027834	ENSG00000163536
ENSMUSG00000027843	Ptpn22	0.026409547999999998	-1.4748741680000002	protein_coding	Downregulated	protein_coding	ENSMUSG00000027843	ENSG00000134242
ENSMUSG00000027858	Tspan2	0.007862245	1.852108689	protein_coding	Upregulated	protein_coding	ENSMUSG00000027858	ENSG00000134198
ENSMUSG00000027876	Reg4	2.4499999999999997e-35	2.81323258	protein_coding	Upregulated	protein_coding	ENSMUSG00000027876	ENSG00000134193
ENSMUSG00000027883	Gpsm2	1.1999999999999999e-11	-1.481443302	protein_coding	Downregulated	protein_coding	ENSMUSG00000027883	ENSG00000121957
ENSMUSG00000027889	Ampd2	2.11e-08	1.110229613	protein_coding	Upregulated	protein_coding	ENSMUSG00000027889	ENSG00000116337
ENSMUSG00000027890	Gstm4	5.47e-05	-2.240845512	protein_coding	Downregulated	protein_coding	ENSMUSG00000027890	ENSG00000168765
ENSMUSG00000027907	S100a11	5.7e-24	2.11334619	protein_coding	Upregulated	protein_coding	ENSMUSG00000027907	ENSG00000163191
ENSMUSG00000027931	Npr1	0.012597509	1.7149646719999998	protein_coding	Upregulated	protein_coding	ENSMUSG00000027931	ENSG00000169418
ENSMUSG00000027937	Jtb	4.86e-06	1.283850543	protein_coding	Upregulated	protein_coding	ENSMUSG00000027937	ENSG00000143543
ENSMUSG00000027938	Creb3l4	3.5200000000000003e-07	2.160191424	protein_coding	Upregulated	protein_coding	ENSMUSG00000027938	ENSG00000143578
ENSMUSG00000027947	Il6ra	3.64e-40	4.1167380510000005	protein_coding	Upregulated	protein_coding	ENSMUSG00000027947	ENSG00000160712
ENSMUSG00000027952	Pmvk	2.6100000000000003e-09	-1.3246733940000002	protein_coding	Downregulated	protein_coding	ENSMUSG00000027952	ENSG00000163344
ENSMUSG00000027954	Efna1	3.54e-08	-3.086552905	protein_coding	Downregulated	protein_coding	ENSMUSG00000027954	ENSG00000169242
ENSMUSG00000027978	Prss12	1.6e-22	-2.865867592	protein_coding	Downregulated	protein_coding	ENSMUSG00000027978	ENSG00000164099
ENSMUSG00000027983	Cyp2u1	0.005365966999999999	-1.310639223	protein_coding	Downregulated	protein_coding	ENSMUSG00000027983	ENSG00000155016
ENSMUSG00000027984	Hadh	1.15e-10	-2.196345458	protein_coding	Downregulated	protein_coding	ENSMUSG00000027984	ENSG00000138796
ENSMUSG00000027985	Lef1	2.7300000000000003e-09	4.254401076000001	protein_coding	Upregulated	protein_coding	ENSMUSG00000027985	ENSG00000138795
ENSMUSG00000027995	Tlr2	0.001001665	2.81612617	protein_coding	Upregulated	protein_coding	ENSMUSG00000027995	ENSG00000137462
ENSMUSG00000027999	Pla2g12a	7.03e-08	1.0932126340000001	protein_coding	Upregulated	protein_coding	ENSMUSG00000027999	ENSG00000123739
ENSMUSG00000028003	Lrat	2.7399999999999993e-41	-4.120300522	protein_coding	Downregulated	protein_coding	ENSMUSG00000028003	ENSG00000121207
ENSMUSG00000028008	Asic5	7.09e-05	-3.836707185	protein_coding	Downregulated	protein_coding	ENSMUSG00000028008	ENSG00000256394; ENSG00000262505
ENSMUSG00000028017	Egf	0.00022904400000000002	1.7797719790000002	protein_coding	Upregulated	protein_coding	ENSMUSG00000028017	ENSG00000138798
ENSMUSG00000028019	Pdgfc	0.0006682839999999999	1.57011301	protein_coding	Upregulated	protein_coding	ENSMUSG00000028019	ENSG00000145431
ENSMUSG00000028024	Enpep	1.2099999999999999e-08	-3.25175094	protein_coding	Downregulated	protein_coding	ENSMUSG00000028024	ENSG00000138792
ENSMUSG00000028031	Dkk2	3.05e-06	3.596312466	protein_coding	Upregulated	protein_coding	ENSMUSG00000028031	ENSG00000155011
ENSMUSG00000028039	Efna3	0.040318785	-1.6694454230000002	protein_coding	Downregulated	protein_coding	ENSMUSG00000028039	ENSG00000143590
ENSMUSG00000028057	Rit1	1.59e-06	1.242547251	protein_coding	Upregulated	protein_coding	ENSMUSG00000028057	ENSG00000143622
ENSMUSG00000028066	Pmf1	0.00016305	-1.3128923590000001	protein_coding	Downregulated	protein_coding	ENSMUSG00000028066	ENSG00000260238; ENSG00000160783
ENSMUSG00000028073	Pear1	2.3899999999999998e-05	1.5323687330000002	protein_coding	Upregulated	protein_coding	ENSMUSG00000028073	ENSG00000187800
ENSMUSG00000028076	Cd1d1	1.72e-11	3.661960767	protein_coding	Upregulated	protein_coding	ENSMUSG00000028076	ENSG00000158473
ENSMUSG00000028078	Dclk2	4.2e-07	4.950975531	protein_coding	Upregulated	protein_coding	ENSMUSG00000028078	ENSG00000170390
ENSMUSG00000028088	Fmo5	3.92e-12	-2.759299574	protein_coding	Downregulated	protein_coding	ENSMUSG00000028088	ENSG00000131781
ENSMUSG00000028093	Acp6	0.003604335	-1.034875481	protein_coding	Downregulated	protein_coding	ENSMUSG00000028093	ENSG00000162836
ENSMUSG00000028108	Ecm1	5.83e-07	2.1483218999999996	protein_coding	Upregulated	protein_coding	ENSMUSG00000028108	ENSG00000143369
ENSMUSG00000028111	Ctsk	0.042650148	2.119292517	protein_coding	Upregulated	protein_coding	ENSMUSG00000028111	ENSG00000143387
ENSMUSG00000028132	Tmem56	0.016084688	1.108185342	protein_coding	Upregulated	protein_coding	ENSMUSG00000028132	ENSG00000152078
ENSMUSG00000028137	Celf3	3.82e-31	4.094908961000001	protein_coding	Upregulated	protein_coding	ENSMUSG00000028137	ENSG00000159409
ENSMUSG00000028139	Riiad1	3.9200000000000005e-09	3.9574086139999998	protein_coding	Upregulated	protein_coding	ENSMUSG00000028139	ENSG00000178796
ENSMUSG00000028158	Mttp	2.56e-16	-3.1341276280000003	protein_coding	Downregulated	protein_coding	ENSMUSG00000028158	ENSG00000138823
ENSMUSG00000028167	Bdh2	6.31e-10	-5.420453885	protein_coding	Downregulated	protein_coding	ENSMUSG00000028167	ENSG00000164039
ENSMUSG00000028173	Wls	9.210000000000001e-08	1.0808243309999999	protein_coding	Upregulated	protein_coding	ENSMUSG00000028173	ENSG00000116729
ENSMUSG00000028179	Cth	0.001422935	-1.167819559	protein_coding	Downregulated	protein_coding	ENSMUSG00000028179	ENSG00000116761
ENSMUSG00000028186	Uox	3.11e-07	3.0384252999999997	protein_coding	Upregulated	protein_coding		
ENSMUSG00000028195	Cyr61	2.1300000000000001e-07	1.6133573030000001	protein_coding	Upregulated	protein_coding	ENSMUSG00000028195	ENSG00000142871
ENSMUSG00000028211	Trp53inp1	7.04e-06	1.186897831	protein_coding	Upregulated	protein_coding	ENSMUSG00000028211	ENSG00000164938
ENSMUSG00000028223	Decr1	9.73e-13	-1.5861956609999999	protein_coding	Downregulated	protein_coding	ENSMUSG00000028223	ENSG00000104325
ENSMUSG00000028226	Mmp16	2.75e-07	6.593421942999999	protein_coding	Upregulated	protein_coding	ENSMUSG00000028226	ENSG00000156103
ENSMUSG00000028246	Faxc	0.002393344	2.7857746089999997	protein_coding	Upregulated	protein_coding	ENSMUSG00000028246	ENSG00000146267
ENSMUSG00000028262	Clca3a2	0.001024077	-1.57746164	protein_coding	Downregulated	protein_coding		
ENSMUSG00000028278	Rragd	1.98e-09	-1.251395105	protein_coding	Downregulated	protein_coding	ENSMUSG00000028278	ENSG00000025039
ENSMUSG00000028289	Epha7	0.01393816	2.145008889	protein_coding	Upregulated	protein_coding	ENSMUSG00000028289	ENSG00000135333
ENSMUSG00000028307	Aldob	1.07e-09	-2.8158794169999997	protein_coding	Downregulated	protein_coding	ENSMUSG00000028307	ENSG00000136872
ENSMUSG00000028312	Smc2	4.18e-05	-1.179298886	protein_coding	Downregulated	protein_coding	ENSMUSG00000028312	ENSG00000136824
ENSMUSG00000028327	Stra6l	0.009761641	1.145989105	protein_coding	Upregulated	protein_coding		
ENSMUSG00000028332	Hemgn	5.579999999999999e-09	-3.32367004	protein_coding	Downregulated	protein_coding	ENSMUSG00000028332	ENSG00000136929
ENSMUSG00000028337	Coro2a	5.35e-10	-2.459154749	protein_coding	Downregulated	protein_coding	ENSMUSG00000028337	ENSG00000106789
ENSMUSG00000028341	Nr4a3	0.00028711599999999997	4.055993315	protein_coding	Upregulated	protein_coding	ENSMUSG00000028341	ENSG00000119508
ENSMUSG00000028389	Zfp37	1.86e-05	2.1994443759999998	protein_coding	Upregulated	protein_coding	ENSMUSG00000028389	ENSG00000136866
ENSMUSG00000028403	Zdhhc21	0.001066628	-1.1846493759999999	protein_coding	Downregulated	protein_coding	ENSMUSG00000028403	ENSG00000175893
ENSMUSG00000028415	Spink4	1.03e-16	2.1593547980000003	protein_coding	Upregulated	protein_coding	ENSMUSG00000028415	ENSG00000122711
ENSMUSG00000028435	Aqp3	4.88e-09	-3.1907782630000003	protein_coding	Downregulated	protein_coding	ENSMUSG00000028435	ENSG00000165272
ENSMUSG00000028438	Kif24	5.27e-07	-1.647808849	protein_coding	Downregulated	protein_coding	ENSMUSG00000028438	ENSG00000186638
ENSMUSG00000028439	Fam219a	4.21e-14	2.337231186	protein_coding	Upregulated	protein_coding	ENSMUSG00000028439	ENSG00000164970
ENSMUSG00000028441	1110017D15Rik	0.031066402000000003	1.768114931	protein_coding	Upregulated	protein_coding	ENSMUSG00000028441	ENSG00000164972
ENSMUSG00000028444	Cntfr	1.93e-08	4.630872467	protein_coding	Upregulated	protein_coding	ENSMUSG00000028444	ENSG00000122756
ENSMUSG00000028445	Enho	0.0004663	2.652697901	protein_coding	Upregulated	protein_coding	ENSMUSG00000028445	ENSG00000168913
ENSMUSG00000028463	Car9	9.72e-15	-5.53184818	protein_coding	Downregulated	protein_coding	ENSMUSG00000028463	ENSG00000107159
ENSMUSG00000028466	Creb3	4.5799999999999995e-07	1.169292125	protein_coding	Upregulated	protein_coding	ENSMUSG00000028466	ENSG00000107175
ENSMUSG00000028517	Plpp3	8.629999999999999e-07	1.093876373	protein_coding	Upregulated	protein_coding	ENSMUSG00000028517	ENSG00000162407
ENSMUSG00000028518	Prkaa2	1.25e-05	-1.334914124	protein_coding	Downregulated	protein_coding	ENSMUSG00000028518	ENSG00000075413
ENSMUSG00000028519	Dab1	3.2e-42	-3.072883782	protein_coding	Downregulated	protein_coding	ENSMUSG00000028519	ENSG00000173406
ENSMUSG00000028524	Sgip1	0.018739516	3.056457897	protein_coding	Upregulated	protein_coding	ENSMUSG00000028524	ENSG00000118473
ENSMUSG00000028527	Ak4	1.6300000000000003e-23	-6.27541127	protein_coding	Downregulated	protein_coding	ENSMUSG00000028527	ENSG00000162433
ENSMUSG00000028542	Slc6a9	3.7e-07	1.133448361	protein_coding	Upregulated	protein_coding	ENSMUSG00000028542	ENSG00000196517
ENSMUSG00000028545	Bend5	9.940000000000002e-05	2.5251719969999997	protein_coding	Upregulated	protein_coding	ENSMUSG00000028545	ENSG00000162373
ENSMUSG00000028555	Ttc39a	1.74e-21	2.1219377390000003	protein_coding	Upregulated	protein_coding	ENSMUSG00000028555	ENSG00000085831
ENSMUSG00000028557	Rnf11	2.48e-07	1.0879945009999998	protein_coding	Upregulated	protein_coding	ENSMUSG00000028557	ENSG00000123091
ENSMUSG00000028576	Ift74	0.000790547	1.301197268	protein_coding	Upregulated	protein_coding	ENSMUSG00000028576	ENSG00000096872
ENSMUSG00000028597	Gpx7	0.030511985	1.679139542	protein_coding	Upregulated	protein_coding	ENSMUSG00000028597	ENSG00000116157
ENSMUSG00000028600	Podn	2.0300000000000002e-13	3.9454855139999996	protein_coding	Upregulated	protein_coding	ENSMUSG00000028600	ENSG00000174348
ENSMUSG00000028602	Tnfrsf8	1.89e-18	-3.825914244	protein_coding	Downregulated	protein_coding	ENSMUSG00000028602	ENSG00000120949
ENSMUSG00000028614	Ndc1	5.91e-07	-1.147070138	protein_coding	Downregulated	protein_coding	ENSMUSG00000028614	ENSG00000058804
ENSMUSG00000028631	Kcnq4	3.6900000000000004e-13	3.364590532	protein_coding	Upregulated	protein_coding	ENSMUSG00000028631	ENSG00000117013
ENSMUSG00000028634	Hivep3	6.49e-06	2.072712186	protein_coding	Upregulated	protein_coding	ENSMUSG00000028634	ENSG00000127124
ENSMUSG00000028641	P3h1	0.00018952900000000002	2.10564993	protein_coding	Upregulated	protein_coding	ENSMUSG00000028641	ENSG00000117385
ENSMUSG00000028645	Slc2a1	0.022254001000000002	-1.108143029	protein_coding	Downregulated	protein_coding	ENSMUSG00000028645	ENSG00000117394
ENSMUSG00000028649	Macf1	9.109999999999999e-05	1.071153755	protein_coding	Upregulated	protein_coding	ENSMUSG00000028649	ENSG00000127603
ENSMUSG00000028655	Mfsd2a	0.000111926	-1.235872481	protein_coding	Downregulated	protein_coding	ENSMUSG00000028655	ENSG00000168389
ENSMUSG00000028687	Mutyh	0.0076230709999999995	-1.037494104	protein_coding	Downregulated	protein_coding	ENSMUSG00000028687	ENSG00000132781
ENSMUSG00000028698	Pik3r3	9.95e-06	1.79752493	protein_coding	Upregulated	protein_coding	ENSMUSG00000028698	ENSG00000278139; ENSG00000250719; ENSG00000117461
ENSMUSG00000028702	Rad54l	6.67e-06	-1.101353924	protein_coding	Downregulated	protein_coding	ENSMUSG00000028702	ENSG00000085999
ENSMUSG00000028713	Cyp4b1	4.14e-10	1.979461966	protein_coding	Upregulated	protein_coding	ENSMUSG00000028713	ENSG00000142973
ENSMUSG00000028716	Pdzk1ip1	0.0040369	1.334667137	protein_coding	Upregulated	protein_coding	ENSMUSG00000028716	ENSG00000162366
ENSMUSG00000028730	Cfap57	0.000577522	-4.142411447	protein_coding	Downregulated	protein_coding	ENSMUSG00000028730	ENSG00000243710
ENSMUSG00000028737	Aldh4a1	1.3800000000000002e-11	1.479802772	protein_coding	Upregulated	protein_coding	ENSMUSG00000028737	ENSG00000159423
